name	trait
name5_a	0.625101231225053
name5_b	-0.27925887021412577
name5_c	1.0570416879509885
name5_d	-0.626767841202141
name5_e	1.8095984946842283
name5_f	-0.7861295484915393
name5_g	-1.0500297451657403
name5_h	0.005679534531633023
name5_i	-1.4469142857227433
name5_j	-0.7718076812624016
name5_k	0.9964067230017747
name5_l	0.17943492863820926
name5_m	0.8112492044206597
name5_n	-0.2334153958434562
name5_o	-1.0078739074836678
name5_p	-2.6165725194758536
name5_q	0.019868791607506802
name5_r	0.4159168821165628
name5_s	-0.14969979216172308
name5_t	-0.8998238017955421
name5_u	1.2012128093855612
name5_v	-0.44486166523770093
name5_w	0.27982152988025616
name5_x	-0.4512178055210209
name5_y	-0.650457067436927
name5_z	1.598482378585505
