name	trait
name2_a	-1.5783847694953859
name2_b	0.031155150742042163
name2_c	2.426273497659558
name2_d	2.0517364864190646
name2_e	1.115378040484921
name2_f	-0.34235939847133884
name2_g	1.758972413105983
name2_h	-0.4704704287463717
name2_i	0.7679094471962368
name2_j	1.1347046571728807
name2_k	1.09171158499238
name2_l	0.3713378383223201
name2_m	-0.4203355978594765
name2_n	-0.6252890329419388
name2_o	-0.4948781098918498
name2_p	0.34040934907357556
name2_q	0.46073459398405203
name2_r	1.4763713396187872
name2_s	0.2848535009397396
name2_t	-0.24163799616929105
name2_u	-0.47303583380598196
name2_v	0.5530908509840703
name2_w	0.1301496118517053
name2_x	2.3205381419632456
name2_y	-1.2603565870277256
name2_z	0.8978854659453258
