name	trait
name4_a	1.544751418849925
name4_b	1.387126202437295
name4_c	0.07917640382443021
name4_d	-1.1384087410638428
name4_e	1.9286773241855724
name4_f	0.17437088498367995
name4_g	1.36689041038176
name4_h	0.15863353399363983
name4_i	-0.7708120637756612
name4_j	1.3095442002673372
name4_k	0.5016572510798104
name4_l	-0.46579347805275123
name4_m	0.2976844127824118
name4_n	0.6288524962377974
name4_o	0.4628076982181314
name4_p	-0.6569771909866222
name4_q	-0.9239243568084032
name4_r	0.017101900809255586
name4_s	-0.7780807810042479
name4_t	1.0508259787001069
name4_u	-1.5297798700275198
name4_v	-0.9943832332604708
name4_w	-0.1484765510908026
name4_x	-0.4526445789473529
name4_y	-0.08876119883422971
name4_z	-1.3325309037143012
